Train_No,Train_Name,Source_Station_Name,Destination_Station_Name,days,Day_Category
40608,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Sunday,Weekend
40609,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Saturday,Weekend
40610,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Tuesday,Weekday
40612,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Thursday,Weekday
40613,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Monday,Weekday
40614,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Thursday,Weekday
40615,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Sunday,Weekend
40616,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Wednesday,Weekday
40617,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Thursday,Weekday
40618,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Saturday,Weekend
40619,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Friday,Weekday
40621,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Tuesday,Weekday
40622,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Friday,Weekday
40623,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Sunday,Weekend
40624,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Sunday,Weekend
40625,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Friday,Weekday
40626,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Wednesday,Weekday
40627,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Saturday,Weekend
40628,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Tuesday,Weekday
40629,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Saturday,Weekend
40630,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Sunday,Weekend
40631,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Wednesday,Weekday
40632,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Monday,Weekday
40633,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Saturday,Weekend
40634,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Sunday,Weekend
40635,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Thursday,Weekday
40636,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Monday,Weekday
40637,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Wednesday,Weekday
40638,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Tuesday,Weekday
40639,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Tuesday,Weekday
40640,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Monday,Weekday
40641,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Tuesday,Weekday
40642,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Thursday,Weekday
40643,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Sunday,Weekend
40644,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Tuesday,Weekday
40645,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Monday,Weekday
40646,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Tuesday,Weekday
40647,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Friday,Weekday
40648,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Thursday,Weekday
40649,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Thursday,Weekday
40650,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Friday,Weekday
40651,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Wednesday,Weekday
40652,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Saturday,Weekend
40653,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Wednesday,Weekday
40654,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Sunday,Weekend
40655,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Monday,Weekday
40656,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Saturday,Weekend
40657,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Saturday,Weekend
40658,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Thursday,Weekday
40659,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Friday,Weekday
40660,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Thursday,Weekday
40661,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Saturday,Weekend
40662,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Wednesday,Weekday
40663,MSB-CGL EMU,CHENNAI BEACH,CHENGALPATTU,Monday,Weekday
40664,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Sunday,Weekend
40665,MSB - CGL EM,CHENNAI BEACH,CHENGALPATTU,Monday,Weekday
40666,CGL-MSB EMU,CHENGALPATTU,CHENNAI BEACH,Tuesday,Weekday
40701,MSB-TMLP EMU,CHENNAI BEACH,TIRUMALPUR,Wednesday,Weekday
40702,TMLP-MSB EMU,TIRUMALPUR,CHENNAI BEACH,Thursday,Weekday
40704,TMLP-MSB EMU,TIRUMALPUR,CHENNAI BEACH,Thursday,Weekday
40705,MSB-TMLP EMU,CHENNAI BEACH,TIRUMALPUR,Tuesday,Weekday
40706,TMLP-MSB EMU,TIRUMALPUR,CHENNAI BEACH,Wednesday,Weekday
40707,MSB-TMLP EMU,CHENNAI BEACH,TIRUMALPUR,Monday,Weekday
40708,TMLP-MSB EMU,TIRUMALPUR,CHENNAI BEACH,Tuesday,Weekday
40709,MSB-TMLP EMU,CHENNAI BEACH,TIRUMALPUR,Tuesday,Weekday
40711,MSB-TMLP EMU,CHENNAI BEACH,TIRUMALPUR,Thursday,Weekday
40712,TMLP-MSB EMU,TIRUMALPUR,CHENNAI BEACH,Thursday,Weekday
40751,MSB-TMLP EMU,CHENNAI BEACH,TIRUMALPUR,Thursday,Weekday
40752,TMLP-MSB EMU,TIRUMALPUR,CHENNAI BEACH,Sunday,Weekend
40754,TMLP - MSB E,TIRUMALPUR,CHENNAI BEACH,Tuesday,Weekday
40755,MSB-TMLP EMU,CHENNAI BEACH,TIRUMALPUR,Thursday,Weekday
40756,TMLP-MSB EMU,TIRUMALPUR,CHENNAI BEACH,Tuesday,Weekday
40757,MSB-TMLP EMU,CHENNAI BEACH,TIRUMALPUR,Sunday,Weekend
40758,TMLP-MSB EMU,TIRUMALPUR,CHENNAI BEACH,Tuesday,Weekday
40759,MSB-TMLP EMU,CHENNAI BEACH,TIRUMALPUR,Monday,Weekday
40761,MSB-TMLP EMU,CHENNAI BEACH,TIRUMALPUR,Thursday,Weekday
40762,TMLP-MSB EMU,TIRUMALPUR,CHENNAI BEACH,Sunday,Weekend
40801,MSB-CJ EMU L,CHENNAI BEACH,KANCHIPURAM,Thursday,Weekday
40802,CJ-MSB EMU L,KANCHIPURAM,CHENNAI BEACH,Sunday,Weekend
40803,MSB-CJ EMU L,CHENNAI BEACH,KANCHIPURAM,Monday,Weekday
40804,CJ-MSB EMU L,KANCHIPURAM,CHENNAI BEACH,Saturday,Weekend
40901,CGL-TMLP EMU,CHENGALPATTU,TIRUMALPUR,Wednesday,Weekday
40902,TMLP-CGL EMU,TIRUMALPUR,CHENGALPATTU,Monday,Weekday
41001,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Thursday,Weekday
41003,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Tuesday,Weekday
41006,VLCY-MSB,VELACHEERY,CHENNAI BEACH,Friday,Weekday
41008,VLCY-MSB,VELACHEERY,CHENNAI BEACH,Wednesday,Weekday
41009,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Tuesday,Weekday
41012,VLCY-MSB,VELACHEERY,CHENNAI BEACH,Wednesday,Weekday
41013,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Friday,Weekday
41014,VLCY-MSB,VELACHEERY,CHENNAI BEACH,Monday,Weekday
41015,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Saturday,Weekend
41016,VLCY-MSB,VELACHEERY,CHENNAI BEACH,Friday,Weekday
41017,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Monday,Weekday
41020,VLCY-MSB,VELACHEERY,CHENNAI BEACH,Friday,Weekday
41021,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Friday,Weekday
41022,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Thursday,Weekday
41023,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Tuesday,Weekday
41024,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Sunday,Weekend
41028,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Saturday,Weekend
41029,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Friday,Weekday
41033,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Sunday,Weekend
41035,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Tuesday,Weekday
41036,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Thursday,Weekday
41038,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Monday,Weekday
41040,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Wednesday,Weekday
41042,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Monday,Weekday
41043,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Saturday,Weekend
41046,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Monday,Weekday
41048,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Monday,Weekday
41050,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Sunday,Weekend
41051,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Thursday,Weekday
41055,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Friday,Weekday
41056,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Sunday,Weekend
41057,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Tuesday,Weekday
41060,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Saturday,Weekend
41061,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Friday,Weekday
41063,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Sunday,Weekend
41064,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Monday,Weekday
41065,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Saturday,Weekend
41069,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Friday,Weekday
41070,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Thursday,Weekday
41073,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Saturday,Weekend
41076,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Wednesday,Weekday
41077,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Thursday,Weekday
41078,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Saturday,Weekend
41079,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Tuesday,Weekday
41080,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Sunday,Weekend
41081,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Friday,Weekday
41082,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Sunday,Weekend
41084,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Saturday,Weekend
41085,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Saturday,Weekend
41086,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Sunday,Weekend
41089,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Saturday,Weekend
41091,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Wednesday,Weekday
41092,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Tuesday,Weekday
41093,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Friday,Weekday
41095,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Sunday,Weekend
41096,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Thursday,Weekday
41097,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Tuesday,Weekday
41102,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Thursday,Weekday
41103,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Wednesday,Weekday
41104,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Friday,Weekday
41105,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Friday,Weekday
41108,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Thursday,Weekday
41110,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Monday,Weekday
41111,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Tuesday,Weekday
41113,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Sunday,Weekend
41116,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Tuesday,Weekday
41117,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Monday,Weekday
41119,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Friday,Weekday
41120,VLCY-MSB EMU,VELACHEERY,CHENNAI BEACH,Tuesday,Weekday
41122,VLCY-MSB EMU,VELACHEERY,CHENNAI BEACH,Sunday,Weekend
41127,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Monday,Weekday
41128,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Thursday,Weekday
41129,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Sunday,Weekend
41130,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Sunday,Weekend
41131,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Friday,Weekday
41132,VLCY-MSB EMU,VELACHEERY,CHENNAI BEACH,Saturday,Weekend
41134,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Thursday,Weekday
41135,MSB-VLCY,CHENNAI BEACH,VELACHEERY,Sunday,Weekend
41138,VLCY-MSB-EMU,VELACHEERY,CHENNAI BEACH,Tuesday,Weekday
41140,VLCY-MSB,VELACHEERY,CHENNAI BEACH,Tuesday,Weekday
41501,MSB - VLCY E,CHENNAI BEACH,VELACHEERY,Monday,Weekday
41502,VLCY - MSB E,VELACHEERY,CHENNAI BEACH,Thursday,Weekday
41503,MSB - VLCY E,CHENNAI BEACH,VELACHEERY,Friday,Weekday
41504,VLCY-MSB EMU,VELACHEERY,CHENNAI BEACH,Tuesday,Weekday
41505,MSB - VLCY E,CHENNAI BEACH,VELACHEERY,Thursday,Weekday
41506,VLCY - MSB E,VELACHEERY,CHENNAI BEACH,Saturday,Weekend
41507,MSB - VLCY E,CHENNAI BEACH,VELACHEERY,Wednesday,Weekday
41508,VLCY - MSB E,VELACHEERY,CHENNAI BEACH,Monday,Weekday
41509,MSB - VLCY E,CHENNAI BEACH,VELACHEERY,Wednesday,Weekday
41510,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Tuesday,Weekday
41511,MSB - VLCY E,CHENNAI BEACH,VELACHEERY,Sunday,Weekend
41512,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Thursday,Weekday
41513,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Monday,Weekday
41514,MSB - VLCY E,VELACHEERY,CHENNAI BEACH,Friday,Weekday
41515,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Monday,Weekday
41516,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Sunday,Weekend
41517,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Saturday,Weekend
41518,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Sunday,Weekend
41519,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Tuesday,Weekday
41520,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Monday,Weekday
41521,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Thursday,Weekday
41522,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Friday,Weekday
41523,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Friday,Weekday
41524,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Monday,Weekday
41525,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Wednesday,Weekday
41526,VLCY-MSB EMU,VELACHEERY,CHENNAI BEACH,Friday,Weekday
41527,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Tuesday,Weekday
41528,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Thursday,Weekday
41529,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Tuesday,Weekday
41530,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Friday,Weekday
41531,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Wednesday,Weekday
41532,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Wednesday,Weekday
41533,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Thursday,Weekday
41534,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Saturday,Weekend
41535,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Sunday,Weekend
41536,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Monday,Weekday
41537,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Tuesday,Weekday
41538,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Thursday,Weekday
41539,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Tuesday,Weekday
41540,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Wednesday,Weekday
41541,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Sunday,Weekend
41542,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Friday,Weekday
41543,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Sunday,Weekend
41544,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Wednesday,Weekday
41545,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Monday,Weekday
41546,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Friday,Weekday
41547,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Wednesday,Weekday
41548,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Friday,Weekday
41549,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Thursday,Weekday
41550,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Monday,Weekday
41551,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Saturday,Weekend
41552,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Friday,Weekday
41553,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Monday,Weekday
41554,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Tuesday,Weekday
41555,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Thursday,Weekday
41556,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Saturday,Weekend
41557,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Wednesday,Weekday
41558,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Thursday,Weekday
41559,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Monday,Weekday
41560,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Saturday,Weekend
41561,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Friday,Weekday
41562,VLCY-MSBEMUL,VELACHEERY,CHENNAI BEACH,Thursday,Weekday
41563,MSB-VLCY EMU,CHENNAI BEACH,VELACHEERY,Tuesday,Weekday
